director_id,name
6327,Kate Barker-Froyland
6328,Martin Koolhoven
6329,Charles Matthau
6330,Christopher Bessette
6331,Prachya Pinkaew
6332,Gary Sinyor
6333,Ashish R. Mohan
6334,Darren Grant
6335,Joseph Gordon-Levitt
6336,William Sachs
6337,Christophe Barratier
6338,Émile Gaudreault
6339,James Cox
6340,James Toback
6341,Aki Kaurismäki
6342,Hitoshi Matsumoto
6343,Rakeysh Omprakash Mehra
6344,Collin Schiffli
6345,George Ratliff
6346,Shane Meadows
6347,Jon Wright
6348,Michael McGowan
6349,Liv Ullmann
6350,Rohan Sippy
6351,Dan Trachtenberg
6352,David F. Sandberg
6353,Stiles White
6354,Eugenio Derbez
6355,Henry Koster
6356,Patty Jenkins
6357,Christopher B. Landon
6358,David Gelb
6359,Mike Flanagan
6360,Nat Faxon
6361,Doug McHenry
6362,George T. Miller
6363,Maurice Joyce
6364,Robert Duvall
6365,Frank Perry
6366,Jesse Peretz
6367,Ice Cube
6368,Richard Glatzer
6369,Michael Curtiz
6370,Bruce Malmuth
6371,Rob Hedden
6372,Harmony Korine
6373,Joe Chappelle
6374,Mickey Liddell
6375,Fred Walton
6376,Steve Carver
6377,Gonzalo López-Gallego
6378,Christine Jeffs
6379,Don Coscarelli
6380,Michael Tiddes
6381,Bill Duke
6382,Frank Borzage
6383,Mamoru Hosoda
6384,Brian Dannelly
6385,Denys Arcand
6386,J.S. Cardone
6387,Jay Levey
6388,Nicholaus Goossen
6389,Scott Marshall
6390,Ronan Chapalain
6391,Xavier Beauvois
6392,Randall Miller
6393,Jerry Belson
6394,Dan Rush
6395,Michael Cuesta
6396,Fenton Bailey
6397,Jeremy Saulnier
6398,Billy Kent
6399,James Manera
6400,Feroz Abbas Khan
6401,Errol Morris
6402,Dennis Hopper
6403,Eli Craig
6404,Nicholas Fackler
6405,Richard Wallace
6406,Morgan J. Freeman
6407,Matthew Hastings
6408,Klaus Menzel
6409,Oren Peli
6410,Paul Andrew Williams
6411,William H. Macy
6412,Barrett Esposito
6413,Vicky Jewson
6414,Marcia Bennett
6415,Stanton Barrett
6416,Jiří Menzel
6417,Fatih Akin
6418,Nick Murphy
6419,Frank LaLoggia
6420,Jeremy Brock
6421,Scott Foley
6422,Christophe Ali
6423,Gabriela Tagliavini
6424,Shona Auerbach
6425,Leonard Farlinger
6426,Michel Leclerc
6427,Analeine Cal y Mayor
6428,Tom Kalin
6429,Robert Sarkies
6430,John Huston
6431,Walter Lang
6432,Carlos Saura
6433,Jon Erwin
6434,Beto Gómez
6435,Mike van Diem
6436,Jonas Åkerlund
6437,Todd Solondz
6438,René Féret
6439,Barry Skolnick
6440,Johnnie To
6441,Mateo Gil
6442,Lukas Moodysson
6443,Agnieszka Wojtowicz-Vosloo
6444,Kabir Sadanand
6445,Peter DeLuise
6446,Raja Menon
6447,Kevin Sullivan
6448,Nick Love
6449,Ivan Engler
6450,Cecil B. DeMille
6451,Henry Hobson
6452,Mike Figgis
6453,Duane Journey
6454,Billy Wilder
6455,Lisa Cholodenko
6456,John Sturges
6457,William Arntz
6458,Ed Gass-Donnelly
6459,DJ Pooh
6460,James Melkonian
6461,Roger Avary
6462,Allison Anders
6463,Rick de Oliveira
6464,Jeff Franklin
6465,Mike Mills
6466,Dave McKean
6467,Ron Fricke
6468,Ruggero Deodato
6469,Gavin Wiesen
6470,Mora Stephens
6471,Mars Callahan
6472,Leos Carax
6473,Stefan Schwartz
6474,Robert Lee King
6475,Jorge Ramírez Suárez
6476,Dan Ireland
6477,Fernando León de Aranoa
6478,Jim Mickle
6479,Karim Aïnouz
6480,Sam Levinson
6481,Aleksandr Veledinskiy
6482,Peter H. Hunt
6483,Ruba Nadda
6484,James Whale
6485,Edward Burns
6486,Sean Byrne
6487,Mark Griffiths
6488,Bruce MacDonald
6489,Victor Fleming
6490,Richard Raymond
6491,George Sidney
6492,Chris Morris
6493,Andrucha Waddington
6494,Peter Stebbings
6495,Vincente Minnelli
6496,Dagur Kári
6497,Kevin Carraway
6498,Michael Gornick
6499,Richard Brooks
6500,Robert Eggers
6501,Michael Martin
6502,Gideon Raff
6503,Louis C.K.
6504,Anthony C. Ferrante
6505,Salvador Carrasco
6506,André Øvredal
6507,Robert Cary
6508,Adam Rapp
6509,Warren P. Sonoda
6510,Amanda Gusack
6511,Avi Nesher
6512,Charles Adelman
6513,Jay Oliva
6514,Charles Ferguson
6515,Mark Young
6516,"Daniel Petrie, Jr."
6517,Antonio Simoncini
6518,Luc Jacquet
6519,Eldar Rapaport
6520,Clark Gregg
6521,Damien Chazelle
6522,Justin Kerrigan
6523,Nathan Frankowski
6524,Karen Moncrieff
6525,Jonathan Silverman
6526,Eric Styles
6527,Laurent Cantet
6528,John Ford
6529,Max Mayer
6530,Joshua Marston
6531,John Gulager
6532,Brandon Cronenberg
6533,Frank Capra
6534,Tod Williams
6535,Jack Sholder
6536,Ted Post
6537,Michael Haigney
6538,Tom McLoughlin
6539,Adam Marcus
6540,John Maclean
6541,Benny Boom
6542,Howard Hawks
6543,Nnegest Likké
6544,Christopher Leitch
6545,Patricia Cardoso
6546,Damien O'Donnell
6547,Peter M. Cohen
6548,Mel Stuart
6549,Anthony Hickox
6550,Tom Schulman
6551,Jill Sprecher
6552,Darren Stein
6553,David Nixon
6554,Jason Eisener
6555,Enrique Begné
6556,Matthew Bright
6557,Michael Landon Jr.
6558,Andrea Arnold
6559,Whit Stillman
6560,Leslye Headland
6561,Bobby Roth
6562,Tim Heidecker
6563,Michael Worth
6564,Deon Taylor
6565,Jason Alexander
6566,Conor McPherson
6567,Will Canon
6568,Philip Zlotorynski
6569,Lance Kawas
6570,Francesca Gregorini
6571,Márcio Garcia
6572,Craig Moss
6573,Michael Jai White
6574,Paolo Monico
6575,Youssef Delara
6576,Darin Scott
6577,Christian Sesma
6578,Monte Hellman
6579,Brian Caunter
6580,Chris D'Arienzo
6581,Isaac Florentine
6582,Heidi Ewing
6583,Leon Ford
6584,Hank Braxtan
6585,John Carl Buechler
6586,Rajkumar Hirani
6587,Victor Nunez
6588,Rohit Jugraj
6589,Kresten Vestbjerg Andersen
6590,Alex van Warmerdam
6591,Paweł Pawlikowski
6592,Frank Sebastiano
6593,Stacy Peralta
6594,Nacho Vigalondo
6595,Ning Hao
6596,Tony Giglio
6597,Stanley Donen
6598,Joe Cross
6599,John Sullivan
6600,Tommy Lee Wallace
6601,Don Taylor
6602,Leslie Small
6603,Éric Tessier
6604,Alison Maclean
6605,Alice Wu
6606,Sarah Gavron
6607,James Ponsoldt
6608,Joshua Tickell
6609,Tim Boxell
6610,Michael D. Sellers
6611,Reed Cowan
6612,James Dodson
6613,Alex Rivera
6614,John Murlowski
6615,Benni Diez
6616,Danny Perez
6617,Robby Henson
6618,Zackary Adler
6619,Dominic Burns
6620,Carmen Marron
6621,Jason Stone
6622,Jerry Rees
6623,David Hand
6624,Jaco Booyens
6625,Danny Steinmann
6626,Jon Gunn
6627,Hayley Cloake
6628,Tay Garnett
6629,Shyam Madiraju
6630,Harmage Singh Kalirai
6631,Rita Merson
6632,William Wyler
6633,Larry Clark
6634,Petter Næss
6635,Robert Fontaine
6636,Neil Mcenery-West
6637,Anthony O'Brien
6638,Lloyd Kaufman
6639,David Robert Mitchell
6640,Robert Mulligan
6641,Liu Chia-Liang
6642,Chris Kentis
6643,Alex Kendrick
6644,Robert Rossen
6645,Jack Conway
6646,Sylvain Chomet
6647,Chris Eyre
6648,Elia Kazan
6649,Debra Granik
6650,Henry King
6651,Miranda July
6652,Max Joseph
6653,Jim Jarmusch
6654,Kevin Tenney
6655,Ari Folman
6656,Marielle Heller
6657,David Sington
6658,Kelly Reichardt
6659,Bob Giraldi
6660,Huck Botko
6661,David Duchovny
6662,Mitchell Lichtenstein
6663,Lance Mungia
6664,Hue Rhodes
6665,Danny Provenzano
6666,Bill Muir
6667,Noah Buschel
6668,Brian Yuzna
6669,Hunter Richards
6670,Laurie Collyer
6671,Aaron Hann
6672,Phil Claydon
6673,Ralph Ziman
6674,John Simpson
6675,Colin Minihan
6676,Conor McMahon
6677,Chris Shadley
6678,Simon Napier-Bell
6679,Simon Yin
6680,Jeff Crook
6681,Orson Welles
6682,Dave Payne
6683,Brad Copeland
6684,Paul Bunnell
6685,Phil Morrison
6686,Harald Reinl
6687,Tanner Beard
6688,Scott Dow
6689,Derick Martini
6690,Jerry Dugan
6691,Tim Hunter
6692,Richard Ayoade
6693,Jehane Noujaim
6694,Jean-Marc Barr
6695,Remo D'Souza
6696,John Laing
6697,Jamal Hill
6698,Daniel Stamm
6699,Carlos Carrera
6700,Benh Zeitlin
6701,J. Lee Thompson
6702,Maggie Greenwald
6703,Vera Farmiga
6704,Vijay Chandar
6705,Jonathan Wacks
6706,Khyentse Norbu
6707,Tony Krantz
6708,Mitchell Altieri
6709,W.D. Hogan
6710,Corey Grant
6711,Lucky McKee
6712,Richard Boddington
6713,Steven R. Monroe
6714,Mark Illsley
6715,Ritesh Batra
6716,Sally Potter
6717,Brad J. Silverman
6718,Dave Meyers
6719,David M. Matthews
6720,Nadine Labaki
6721,Lluís Quílez
6722,Eytan Fox
6723,Romesh Sharma
6724,François Truffaut
6725,Adam Goldberg
6726,Travis Zariwny
6727,Adrienne Shelly
6728,Newt Arnold
6729,Alex Cox
6730,Fabián Bielinsky
6731,Dror Moreh
6732,Rebecca Miller
6733,Maggie Carey
6734,Henry Bean
6735,Simeon Rice
6736,Jeff Garlin
6737,Qasim Basir
6738,Adam Green
6739,Charlie Chaplin
6740,Pete Jones
6741,Bruce Campbell
6742,Adam Carolla
6743,Bruce McDonald
6744,James Mottern
6745,Gerard Johnstone
6746,Robert Greenwald
6747,David Ray
6748,David Rodriguez
6749,Nae Caranfil
6750,David Winning
6751,Frank Lotito
6752,Timothy Woodward Jr.
6753,Tara Subkoff
6754,Russell Friedenberg
6755,Lucrecia Martel
6756,Edward Dmytryk
6757,Zak Penn
6758,Alex Ranarivelo
6759,Mathieu Amalric
6760,David Worth
6761,Leslie H. Martinson
6762,Robert M. Young
6763,Steve Buscemi
6764,Ham Tran
6765,Rich Cowan
6766,Boris Rodriguez
6767,Sadyk Sher-Niyaz
6768,Paul Donovan
6769,Jonathan Kesselman
6770,Arjun Sablok
6771,Tyler Oliver
6772,Douglas Cheek
6773,Michael D. Olmos
6774,Deryck Broom
6775,Henry Hathaway
6776,Giovanni Zelko
6777,Claudia Sainte-Luce
6778,Jamie Babbit
6779,David Boyd
6780,Anna Muylaert
6781,Steve Taylor
6782,James David Pasternak
6783,Laurent Bouhnik
6784,Tom Sanchez
6785,David Caffrey
6786,Adam Jay Epstein
6787,Justin Thomas Ostensen
6788,Ossie Davis
6789,Jay Alaimo
6790,Dylan Bank
6791,Rob McKittrick
6792,Jeff Burr
6793,Guy Maddin
6794,Regardt van den Bergh
6795,Panos Cosmatos
6796,Gareth Evans
6797,Matthew R. Anderson
6798,Joe Marino
6799,Joel Anderson
6800,Shimit Amin
6801,Douglas Trumbull
6802,Mona Lerche
6803,Levan Gabriadze
6804,Bradley Parker
6805,Clive Barker
6806,Harold Cronk
6807,Takao Okawara
6808,Duncan Tucker
6809,Russ Meyer
6810,Robert D. Webb
6811,Allan Dwan
6812,Andrew Steggall
6813,Ben Lewin
6814,Robert Kenner
6815,Andrew Erwin
6816,Craig Johnson
6817,Sean Durkin
6818,Gillian Robespierre
6819,Courtney Hunt
6820,Morgan Neville
6821,Chris Paine
6822,Greg Berlanti
6823,Marc Levin
6824,Richard Dutcher
6825,Khalid Mohammed
6826,Gia Coppola
6827,Scandar Copti
6828,Goran Dukic
6829,Mike Cahill
6830,Kyle Rankin
6831,Joshua Oppenheimer
6832,Alex Gibney
6833,Paul Crowder
6834,Rohit Jagessar
6835,Anthony Powell
6836,Kief Davidson
6837,Johnny Remo
6838,Vivek Agnihotri
6839,Ti West
6840,Nick Tomnay
6841,Nickolas Perry
6842,Dan Zukovic
6843,Becky Smith
6844,Eric Nicholas
6845,Benjamin Dickinson
6846,Hal Haberman
6847,Frank Whaley
6848,Amat Escalante
6849,Katherine Brooks
6850,David Cross
6851,Randall Rubin
6852,Robert Bennett
6853,Mary Pat Kelly
6854,Lori Petty
6855,Charlie Levi
6856,Kevin Hamedani
6857,David DeCoteau
6858,Mikel Rueda
6859,Stefan C. Schaefer
6860,Michael Taliferro
6861,Katie Aselton
6862,Robert Heath
6863,D. Stevens
6864,Jeffrey St. Jules
6865,Robert Hall
6866,Kevin King
6867,Jonathan Meyers
6868,Ralph Nelson
6869,Blair Erickson
6870,Allison Burnett
6871,Richard Schenkman
6872,Sanjay Rawal
6873,Kat Coiro
6874,Cristian Mungiu
6875,Joseph Graham
6876,Maryam Keshavarz
6877,Ramaa Mosley
6878,C. Jay Cox
6879,Mariette Monpierre
6880,Tommy Oliver
6881,Jamie Travis
6882,Rich Christiano
6883,Natalie Bible'
6884,Asghar Farhadi
6885,Justin Molotnikov
6886,G.W. Pabst
6887,Jorge Gaggero
6888,Michael Burke
6889,Catherine Jelski
6890,Shane Dawson
6891,Ryan Little
6892,Clark Baker
6893,Dave Willis
6894,Ben Wheatley
6895,Olly Blackburn
6896,Christopher Hutson
6897,David LaChapelle
6898,Caryn Waechter
6899,Emily Dell
6900,Valerie Red-Horse
6901,Christopher Scott Cherot
6902,H.M. Coakley
6903,Randy Moore
6904,Chris Atkins
6905,Bill Benenson
6906,Ryan Smith
6907,Travis Romero
6908,Anna Mastro
6909,Mark Sandrich
6910,Daniel Myrick
6911,Michael Wadleigh
6912,Gene Teigland
6913,Scott Ziehl
6914,Richard Montoya
6915,Johanna Schwartz
6916,Thomas Lilti
6917,Michael Walker
6918,U. Roberto Romano
6919,Amy Holden Jones
6920,Blaž Završnik
6921,Pan Nalin
6922,Joe Camp
6923,Matt Walsh
6924,John 'Bud' Cardos
6925,Marilyn Agrelo
6926,Brian Baugh
6927,Patrick Creadon
6928,Barry W. Blaustein
6929,Kurt Hale
6930,Siddiq Barmak
6931,Joseph Dorman
6932,Greg Harrison
6933,Jacob Aaron Estes
6934,Eric Schaeffer
6935,Neema Barnette
6936,Joe Swanberg
6937,Molly Bernstein
6938,Marius Markevicius
6939,Tom DiCillo
6940,Quentin Dupieux
6941,Alex Smith
6942,Gareth Edwards
6943,Jonathan Parker
6944,Sol Tryon
6945,Alex Craig Mann
6946,Stephen Kijak
6947,William Gazecki
6948,Michael Hoffman Jr.
6949,Georgia Hilton
6950,Jack Heller
6951,Fernando Baez Mella
6952,Warren Sheppard
6953,Justin Paul Miller
6954,Joel Paul Reisig
6955,Catherine Gund
6956,Hans Canosa
6957,Matthew Watts
6958,Lloyd Bacon
6959,Kay Pollak
6960,Eric England
6961,Sue Corcoran
6962,Jonathan Caouette
6963,Matt Jackson
6964,Lucio Fulci
6965,Paul Fox
6966,Cassandra Nicolaou
6967,Ingmar Bergman
6968,D.W. Griffith
6969,Roger Nygard
6970,Harry Beaumont
6971,Franck Khalfoun
6972,Mor Loushy
6973,Henry Alex Rubin
6974,Sam Firstenberg
6975,Doug Block
6976,Chad Kapper
6977,Paul Fierlinger
6978,Yorgos Lanthimos
6979,Lauren Lazin
6980,Gregory Widen
6981,Niall Johnson
6982,Eric Mendelsohn
6983,Jean-Luc Godard
6984,Kim Longinotto
6985,Michael Roemer
6986,Eddie O'Flaherty
6987,Babar Ahmed
6988,John D. Hancock
6989,Paul Bartel
6990,Jason Marsden
6991,Pece Dingo
6992,Jerome Elston Scott
6993,Étienne Faure
6994,Herb Freed
6995,Jack Perez
6996,Craig Zobel
6997,Maria Maggenti
6998,Piyush Dinker Pandya
6999,Emma-Kate Croghan
7000,Bill Plympton
7001,Drake Doremus
7002,Michael Kang
7003,Lori Silverbush
7004,Stuart Hazeldine
7005,Hilary Brougher
7006,Rachel Goldenberg
7007,Corbin Bernsen
7008,Jamin Winans
7009,Tom Seidman
7010,Matt Cimber
7011,Andrew Hyatt
7012,Kristin Rizzo
7013,Zoran Lisinac
7014,James O'Brien
7015,Tom Putnam
7016,Jon Matthews
7017,Al Silliman Jr.
7018,Eugène Lourié
7019,Lowell Sherman
7020,David Evans
7021,Sherman Alexie
7022,Justin Dillon
7023,Stevan Mena
7024,Livingston Oden
7025,Chris Marker
7026,Carl Theodor Dreyer
7027,Marianna Palka
7028,Ricki Stern
7029,Nadia Tass
7030,James Kerwin
7031,Darren Press
7032,Rania Attieh
7033,Sharon Greytak
7034,Majid Majidi
7035,Andrew Haigh
7036,Cary Bell
7037,Nicolae Constantin Tanase
7038,Melvin Van Peebles
7039,Ken Roht
7040,Robinson Devor
7041,Michel O. Scott
7042,Pat Holden
7043,Eric Bugbee
7044,Bill Melendez
7045,Dena Seidel
7046,Deborah Anderson
7047,Sara Newens
7048,Sai Varadan
7049,Lynn Shelton
7050,David Hewlett
7051,Nate Parker
7052,Nathan Smith Jones
7053,Travis Cluff
7054,Robert Townsend
7055,Jamaa Fanaka
7056,Larry Blamire
7057,Stephen Langford
7058,E.L. Katz
7059,Lisanne Pajot
7060,Dan Reed
7061,John Reinhardt
7062,Patrick Ryan Sims
7063,László Benedek
7064,Jason Miller
7065,Sut Jhally
7066,Julie Davis
7067,Myles Berkowitz
7068,Brett Piper
7069,Brandon Trost
7070,Joseph Green
7071,Wade Gasque
7072,Daniel Schechter
7073,Matt Johnson
7074,Bruno Barreto
7075,Lena Dunham
7076,Terron R. Parsons
7077,Daniel Mellitz
7078,Jem Cohen
7079,Andrew Leman
7080,Dave Carroll
7081,William Eubank
7082,Patrick Meaney
7083,Chad Hartigan
7084,Malcolm Goodwin
7085,Kevin Jordan
7086,Kirk Loudon
7087,Travis Legge
7088,Collin Joseph Neal
7089,Bradley Rust Gray
7090,Mike Bruce
7091,Andrew Bujalski
7092,Damir Catic
7093,James Bidgood
7094,Eric Eason
7095,Joseph Mazzella
7096,Marcus Nispel
7097,Jim Chuchu
7098,Daryl Wein
7099,Jason Trost
7100,Jafar Panahi
7101,Ivan Kavanagh
7102,Kiyoshi Kurosawa
7103,Tadeo Garcia
7104,Thomas L. Phillips
7105,Ash Baron-Cohen
7106,Shane Carruth
7107,Neill Dela Llana
7108,Scott Smith
7109,Daniel Hsia
7110,Brian Herzlinger
